-1.36321e-05,0.262125,-3.54733e-05,0.523549,-9.58738e-06,0.785146,5.99211e-06,2.39684e-06,-1.64783e-06,-2.34891e-05,5.96814e-05,-3.13987e-05,0.00013638,3.1878e-05,-0.6486,-45.6498,0.2904,-28.2144,0.0217714,-5.64069,0.205714
-1.37819e-05,0.262155,-3.47543e-05,0.52355,-9.58738e-06,0.785143,5.99211e-06,-2.24704e-05,-0.00018246,2.06129e-05,4.29035e-05,-4.41019e-05,0.000227461,4.76972e-05,0.0714,-49.4898,0.2904,-29.2829,0.0217714,-5.46926,0.205714
-1.36321e-05,0.262157,-3.47543e-05,0.523554,-9.3477e-06,0.785146,5.75243e-06,3.44546e-06,0.000248373,-2.15716e-06,0.000178086,6.42354e-05,0.000148125,-9.51547e-05,-0.6486,-53.4498,0.2904,-31.2944,0.227486,-5.8464,0.205714
-1.30328e-05,0.26216,-3.40352e-05,0.523551,-9.3477e-06,0.785147,5.03337e-06,-1.79763e-05,2.38186e-05,7.6699e-06,0.000151481,1.22239e-05,2.39684e-06,-6.3037e-05,0.0714,-50.2098,0.2904,-29.5972,0.227486,-5.64069,0.205714
-1.2883e-05,0.262159,-3.45146e-05,0.523552,-8.86833e-06,0.785147,5.03337e-06,1.49803e-05,-1.96242e-05,-1.58192e-05,5.99211e-06,8.14927e-05,-1.24636e-05,2.01335e-05,0.0714,-52.1298,0.2904,-30.2887,0.227486,-5.8464,0.205714
-1.30328e-05,0.262159,-3.37955e-05,0.523551,-9.58738e-06,0.785147,5.03337e-06,-3.05598e-05,2.54665e-05,2.10922e-05,-2.06129e-05,-3.97876e-05,-1.3662e-05,-2.46875e-05,-0.6486,-47.5698,0.2904,-28.5915,0.227486,-5.64069,0.205714
-1.72273e-05,0.262064,-1.55795e-05,0.523551,3.21177e-05,0.785434,5.27306e-06,0.000165382,0.00104937,0.000859029,-6.95085e-05,0.0030809,0.00352624,-2.30097e-05,0.0714,-50.8098,0.667543,-29.5972,0.227486,-5.26354,0.205714
-2.11222e-05,0.262064,0.000101866,0.523551,0.00018959,0.785475,6.2318e-06,-0.000303051,-2.21708e-05,0.0135184,-9.06007e-05,0.00749422,0.000835061,4.88956e-05,0.6714,-51.5298,1.29611,-29.5972,0.398914,-5.46926,0.205714
-3.17582e-05,0.262064,0.000421605,0.523551,0.000347303,0.78554,7.19053e-06,-0.000540638,3.50539e-05,0.0130398,-5.72846e-05,0.00840669,0.00498064,4.45813e-05,0.6714,-51.5298,1.29611,-29.9115,0.398914,-5.64069,0.205714
-5.07832e-05,0.262065,0.000647867,0.52355,0.000529703,0.785643,8.86833e-06,-0.00147181,0.000123887,0.0118699,-2.99606e-05,0.00957707,0.00553408,0.00012943,0.0714,-50.8098,1.29611,-29.5972,0.604629,-5.46926,0.205714
-0.000113251,0.262067,0.000986541,0.523547,0.000800307,0.785831,1.48604e-05,-0.0039518,0.000157143,0.0191858,-0.000196062,0.0157156,0.0115092,0.000455161,-1.2486,-48.8898,1.29611,-28.9058,0.604629,-5.46926,0.205714
-0.000229048,0.262074,0.00137986,0.523543,0.00110878,0.78614,2.94812e-05,-0.0072169,0.000390087,0.0211975,-0.000151241,0.0165545,0.01662,0.000930695,-1.9686,-48.2898,1.67326,-28.2144,0.776057,-5.46926,0.205714
-0.000423193,0.262093,0.00179811,0.523534,0.0015824,0.786536,5.8483e-05,-0.0112,0.00164483,0.0225792,-0.000816365,0.0249967,0.0223623,0.00206368,-1.9686,-48.2898,1.29611,-28.5915,0.776057,-5.26354,0.205714
-0.000714709,0.262166,0.00235035,0.523528,0.00215404,0.787011,0.000147885,-0.0161429,0.00444929,0.0296075,-0.00020517,0.0286027,0.0272119,0.00617691,-3.8886,-48.2898,0.981829,-29.2829,0.776057,-5.46926,0.377143
-0.00112592,0.262301,0.00303153,0.523509,0.00278394,0.787635,0.000338674,-0.0230427,0.00899865,0.036445,-0.00136812,0.0321292,0.0352331,0.0118052,-1.9686,-48.2898,0.981829,-29.2829,0.604629,-5.46926,0.377143
-0.00163675,0.262564,0.00381242,0.523463,0.0034958,0.788283,0.00059274,-0.025709,0.0154265,0.0409374,-0.0030682,0.0363117,0.0297295,0.0109699,-2.5686,-46.9698,0.981829,-29.2829,0.604629,-5.64069,0.582857
-0.00215746,0.262934,0.00473233,0.523362,0.0043136,0.788886,0.000818762,-0.0274467,0.0200077,0.04823,-0.00632695,0.0452469,0.0290898,0.0122889,-1.9686,-46.2498,0.981829,-28.9058,0.604629,-5.46926,0.582857
-0.00278558,0.263353,0.00576345,0.523218,0.0053198,0.789435,0.00106636,-0.0345983,0.021866,0.0536172,-0.00696355,0.052913,0.0244171,0.0107276,-1.9686,-46.2498,1.29611,-29.2829,0.398914,-5.46926,0.754286
-0.00357534,0.263842,0.0069252,0.523114,0.00646477,0.789921,0.00127105,-0.0443896,0.0265478,0.0615318,-0.00479513,0.0591683,0.0232604,0.0109725,-2.5686,-47.5698,0.667543,-29.2829,0.398914,-5.46926,0.925714
-0.00462247,0.264445,0.00828637,0.523002,0.00781419,0.790474,0.00155507,-0.0552389,0.0316984,0.0702868,-0.00652829,0.0691205,0.0274681,0.0145407,-3.1686,-48.2898,0.2904,-29.5972,0.604629,-5.46926,0.754286
-0.00571663,0.265134,0.00974893,0.522839,0.00917153,0.791057,0.00182376,-0.0523703,0.0360802,0.0747487,-0.0100842,0.0665539,0.0294294,0.0144621,-1.9686,-48.8898,0.667543,-29.9115,0.604629,-5.46926,0.925714
-0.00671162,0.265862,0.0113354,0.522557,0.0106293,0.791813,0.00215812,-0.0472569,0.0369647,0.080615,-0.0149417,0.0734249,0.0430907,0.0157152,0.0714,-49.4898,1.98754,-30.2887,0.776057,-5.46926,0.925714
-0.00767155,0.266637,0.0130257,0.522224,0.0122481,0.792796,0.00249631,-0.0486315,0.0400125,0.0878142,-0.0195192,0.088777,0.0572999,0.019809,0.6714,-49.4898,2.36469,-30.9172,0.947486,-5.46926,0.754286
-0.00877979,0.267498,0.0149369,0.521793,0.014161,0.79416,0.00291337,-0.0614186,0.0438375,0.100094,-0.0228752,0.0969461,0.0734271,0.0233879,-0.6486,-48.8898,1.29611,-30.2887,0.604629,-5.26354,0.582857
-0.0101989,0.268376,0.0171317,0.52121,0.0161895,0.795645,0.00346895,-0.073543,0.0439691,0.115561,-0.0311523,0.10154,0.0732112,0.0289453,-3.1686,-49.4898,0.667543,-31.2944,0.398914,-5.64069,0.582857
-0.0115666,0.269326,0.0195408,0.520551,0.0183169,0.796819,0.0040895,-0.0660331,0.0508127,0.123964,-0.0329317,0.115094,0.0528598,0.0335518,-3.1686,-49.4898,0.667543,-30.2887,0.398914,-5.46926,0.582857
-0.0128784,0.270442,0.0220781,0.519854,0.0207617,0.797881,0.00486823,-0.0663686,0.0578092,0.127469,-0.0352528,0.127183,0.0562561,0.0433649,-1.2486,-47.5698,1.67326,-29.5972,0.604629,-5.46926,0.582857
-0.0144753,0.271629,0.0247285,0.519101,0.0233026,0.799259,0.00585334,-0.0901416,0.0614869,0.135535,-0.0404089,0.13064,0.0764936,0.0542411,-1.9686,-45.6498,1.29611,-29.2829,0.604629,-5.26354,0.582857
-0.0162951,0.272927,0.027598,0.518235,0.0260734,0.801061,0.00689021,-0.0886412,0.0664668,0.147704,-0.0445648,0.147668,0.0979636,0.0509869,-1.2486,-45.6498,1.29611,-28.5915,0.776057,-5.26354,0.582857
